uniq_id,crawl_timestamp,product_name,product_rating,review_title,review_asin,review_rating,review_author,review_date,review_text,source,product_url
817f09ed932f036f55f47503a869481e,2019-04-09 02:53:49 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,Problems to order,B06Y14T5YW,1,Iheanyichukwu,10/14/2017,Causing problems with my order,Amazon,NULL
62fc46100e477a4876576fcd75385f07,2019-04-09 02:48:47 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,great phone.,B06Y14T5YW,5,Amazon Customer,7/8/2018," I have Verizon and as long as you buy new from Amazon you will have no problems, great phone. ",Amazon,NULL
14b4d9c69997a796a41681d7f9f7150d,2019-04-09 02:48:47 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,Five Stars,B06Y14T5YW,5,Amazon Customer,2/28/2018,Great phone no problems,Amazon,NULL
5fb6d81b15cc08a41457827382595f77,2019-04-09 02:48:47 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,Nice new phones at a good price.,B06Y14T5YW,5,mike bulrice,1/10/2019,Was delivered sooner than expected,Amazon,NULL
c2f3d3b7fa67323cbb331a166732ffae,2019-04-09 02:48:47 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,Awesome quality product!,B06Y14T5YW,5,Jamey Beam,6/28/2018,Really enjoying the great quality all around on this phone! Arrived on time!,Amazon,NULL
f8189e53e2b5d71f200df906d0fc4811,2019-04-09 02:48:47 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,It is working,B06Y14T5YW,5,James M.,1/18/2019,I was happy the day I got the phone and I am still happy today. Thank you. Better than a over the counter price.,Amazon,NULL
751b4d82499e3592a76717f0099c3db5,2019-04-09 02:48:47 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,Nice product,B06Y14T5YW,5,Amazon Customer,12/17/2018,Really like the phone. All of what I expected. Thank you.,Amazon,NULL
4295a7cb2523a2a9b2d94266b6ab59e4,2019-04-09 02:48:47 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,Urgent and carful,B06Y14T5YW,1,muritala,1/12/2018,Urgent Urgent urgent! DO NOT ORDER PHONE FROM ELECTRONIC DEALS. They are not real and their phones are locked not directly from Samsung factory. Careful people.,Amazon,NULL
753a36dc109c31dd3922dcd8baa315ce,2019-04-09 02:48:47 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,Open box item. Item quality was new for a great deal.,B06Y14T5YW,5,James Reeves,1/13/2019,Item arrived fast. Galaxy s8 open box. Everything about it was brand new. Great deal. Very happy,Amazon,NULL
e791a6e0c5f9110c55e15e7b1029ec29,2019-04-09 02:48:47 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,Easy to use,B06Y14T5YW,5,Amazon Customer,3/8/2019,Love this phone,Amazon,NULL
49775fd59dcafff23e3cce2335ff0ffb,2019-04-09 02:48:47 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,Five Stars,B06Y14T5YW,5,Amazon Customer,8/25/2017," Fantastic phone so far, hope it will last me many years. ",Amazon,NULL
b33089a44c0add2cb2f94352fbd141be,2019-04-09 02:43:33 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,Delivered !!,B06Y14T5YW,5,Irv Sammy,4/2/2019,So far so good! New and perfect condition!,Amazon,NULL
548b1b389d72c5038aa29a3e544d3f59,2019-04-09 02:43:33 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,Good all around phone,B06Y14T5YW,4,Amazon Customer,1/25/2019,I like you can block numbers and feature of always on,Amazon,NULL
140dee0e0a1839a1c495576a33de1643,2019-04-09 02:43:33 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,Great Deal!,B06Y14T5YW,5,Alma R.,9/26/2018,Great deal for this brand new smartphone.,Amazon,NULL
977885590f3c40791ae90002e220d6d7,2019-04-09 02:43:33 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,Five Stars,B06Y14T5YW,5,aliaksandr,2/1/2018,Greatest phone i ever had in my hand! IMO better that iPhoneX from the design perspective.,Amazon,NULL
c895262f01f5abcf89fc9afb41b3be11,2019-04-09 02:43:33 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,Five Stars,B06Y14T5YW,5,tom,1/25/2018,Best phone ever..plenty of space with the 64 gb.,Amazon,NULL
b5ebaaea8162ac0d1199a66f0faea831,2019-04-09 02:43:33 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,Five Stars,B06Y14T5YW,5,Eliana,1/25/2018,Perfect !!!,Amazon,NULL
eea90acfc781c1f03ae1256279b30fd3,2019-04-09 02:43:33 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,Very good phone,B06Y14T5YW,5,Jeff coggin,9/24/2018,Very good phone feels good in the hand love my phone,Amazon,NULL
9b30e0349d849df23a17b4b15418b365,2019-04-09 02:43:33 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,Five Stars,B06Y14T5YW,5,EREN,9/28/2017,Just amazing,Amazon,NULL
c05858b81ceee8fe914cb90f9ac1a900,2019-04-09 02:43:33 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,Five Stars,B06Y14T5YW,5,Jesse,9/16/2017,Love the phone,Amazon,NULL
cf96d52060a0c1fd0cea66918f937b26,2019-04-09 02:43:33 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,Five Stars,B06Y14T5YW,5,Amazon Customer,9/18/2017,Muy bueno !!!,Amazon,NULL
159791acbc7850b329db3db5fd9de696,2019-04-09 03:02:42 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,No problem so far,B06Y14T5YW,4,Amazon Customer,11/3/2018,Been using for about 6months. I always like Samsung products in general. Its good,Amazon,NULL
1e8cf6d1829f3722b9c93d0ca5852e63,2019-04-09 03:02:42 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,This is my first samsung and I love it!,B06Y14T5YW,5,Cheryl Terry,3/3/2019," I love this phone, it is so nice and easy to use. Perfect screen size , I just love it ",Amazon,NULL
bbb1c4b13aa4b23dfdc1272d59979828,2019-04-09 03:02:42 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4," Great price, quick delivery = very happy customer! ",B06Y14T5YW,5,Greggy,9/20/2017,Love the phone. No useless Verizon apps. Great price!,Amazon,NULL
e066f07888863acc5f7b157741fbd92c,2019-04-09 03:02:42 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4," Phone Noob Approved, Easy Activation With Verizon Wireless ",B06Y14T5YW,5,Force10JC,7/17/2018," Please know that my phone previous to this was a Droid Razr Max XT912. After owning this new Samsung Galaxy S8 for a couple weeks now, there really is no comparison to my old phone. It's almost like going from a black and white 13"" TV with rabbit ear antennas to a 39"" HD flat screen with high speed cable. I only mention this to offer perspective in the event some feel I have over fluffed this product in my review. The phone arrived precisely as advertised. Neatly boxed with instructions, corded head-set, charger with USB adapter fittings, and Sim/SD card remover tool. Upon removal from the box I could find no flaws or blemishes. It started right up and had a 50% charge on the battery. I was immediately able to connect it to my high speed home wifi. Afterwards, I just browsed a bit on the internet to get a feel for it and immediately noticed that it was insanely faster than my previous phone but the biggest glaring difference was the clarity and crispness of the display. Not wanting to tempt fate, I forced myself to stop playing with it long enough to get it in a protector case and apply a glass protector to the face. Even with the glass protector, there was no noticeable difference in the display. The sound was very sharp as well. I played around with it a bit more but then had to run over to the Verizon store to get them to put a SIM card in it since I already had a service plan with them. Once I got there, it literally took 5 minutes for a Verizon representative to find my account and put a new SIM card in the phone. After that it was a simple restart and I was full connected. After I returned home I was able to download all of my previous content from the Verizon cloud using my high speed wifi. After that it was business as usual except now it was faster, cleaner, sharper, and just all-around better than that old Droid Razr Max. I admit though that I can't bring myself to ditch Google voice for Bixby. I have heard from many that Bixby doesn't compare so I haven't tried it. If there is an issue with the phone it is that I sometimes accidently enable Bixby with an inadvertent swipe in the wrong direction or tap of the button on the bottom left side. I will eventually try it out an update this review later. After having the phone a couple of weeks now, I am still extremely please with this phone. I've had no performance issues whatsoever. Navigating through the net, apps, settings, etc. is quite painless. Photos are very clear even with my unsteady hands. I will update this review with anything I feel is worthy later. Good or bad. Right now I highly recommend this phone if you are looking for one. ",Amazon,NULL
48bcc1e70b8008fd859cac1bf53543d1,2019-04-09 03:02:42 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,Five Stars,B06Y14T5YW,5,ymd,8/29/2017,No issues and takes even nicer photos than my last phone.,Amazon,NULL
007fcd6446be0c63261c7862d9e638dc,2019-04-09 03:02:42 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,Broken,B06Y14T5YW,1,Tiffany Williams,9/8/2018," Not even a month after buying it died and completely stopped charging, now I'm 700$ short and I don't have a phone, very disappointed ",Amazon,NULL
cef1153a80b7cc8c411d770e4fdc179d,2019-04-09 03:02:42 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,Excellent phone,B06Y14T5YW,5,Krista Hayes,1/3/2019," After 3 years I had to upgrade from an S6 and the S8 is great. Love all the newer features, unlock with face, and endless customization settings. Picture/sound all great. ",Amazon,NULL
deefad006d8fed1bc8a23d36f4d3ad94,2019-04-09 03:02:42 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,Great,B06Y14T5YW,5,Kristine Sue Heeg,12/17/2018,Works great and everything that I was looking for,Amazon,NULL
7d20c55bee4a21f7926225f647fa84f3,2019-04-09 03:02:42 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,... a windows phone now I have this I Am glad I,B06Y14T5YW,5,Kevin,9/19/2017,I used to have a windows phone now I have this I Am glad I upgraded,Amazon,NULL
1de51b806b236fbed366982c2e4b5e43,2019-04-09 03:02:42 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,Excellent purchase,B06Y14T5YW,5,bbew32,10/29/2018,Love the size and picture quality. Do not like the Bixby key that that you are unable to disabled unless you create a Samsung account,Amazon,NULL
9cde0a284fc278a159d3fbaff3783094,2019-04-09 02:56:52 +0000,Samsung Galaxy S8+ Unlocked 64GB  -  Midnight Black [US Version],4,Five Stars,B06Y16RL4W,5,Heyuan Liu,9/6/2017,Very cool phone! Ultra beautiful I think,Amazon,NULL
f9134031196cdae0873b5c17620f8d7a,2019-04-09 02:56:52 +0000,Samsung Galaxy S8+ Unlocked 64GB  -  Midnight Black [US Version],4,Five Stars,B06Y16RL4W,5,Amazon Customer,9/1/2017,Great phone !,Amazon,NULL
a08212b9fef1c477cf3dfb5b6275e703,2019-04-09 02:56:52 +0000,Samsung Galaxy S8+ Unlocked 64GB  -  Midnight Black [US Version],4,This phone is literally waste of my money,B06Y16RL4W,1,Clutchmaster,3/29/2018,it’s not even one year since I made purchase of this phone in November 2017.don’t know wheather I received defective piece or what...this phone turn off by it self.sometime it I see completely black screen while I am middle of something. This phone is literally waste of my money.I don’t know how to get my hard earn money back.,Amazon,NULL
548179cf61e44c920569d18cc3fd76f8,2019-04-09 02:56:52 +0000,Samsung Galaxy S8+ Unlocked 64GB  -  Midnight Black [US Version],4,Five Stars,B06Y16RL4W,5,Anjana Neupane,12/29/2017,love it,Amazon,NULL
30c92de138cdefb763753106e8a5a955,2019-04-09 02:56:52 +0000,Samsung Galaxy S8+ Unlocked 64GB  -  Midnight Black [US Version],4,Five Stars,B06Y16RL4W,5,Juan Ignacio,12/7/2017,Badasss,Amazon,NULL
410e636ea1892c1dc6bcd84f5e81d8ab,2019-04-09 02:56:52 +0000,Samsung Galaxy S8+ Unlocked 64GB  -  Midnight Black [US Version],4,Five Stars,B06Y16RL4W,5,Tim,12/5/2017,amazing,Amazon,NULL
5a9d62da18af59b61a7466c07bca95eb,2019-04-09 02:56:52 +0000,Samsung Galaxy S8+ Unlocked 64GB  -  Midnight Black [US Version],4,Absolutely Perfect!!!!,B06Y16RL4W,5,Zac,8/2/2017,Recently switched from and iPhone 7 to the s8+. Bought from this merchant and I am very very pleased with the phone. It came it today and there was not 1 single scratch anywhere on the phone. It looks brand new! Would highly recommend this merchant!,Amazon,NULL
acf137d3f6f3a4ec8c47e362c520f9ee,2019-04-09 02:56:52 +0000,Samsung Galaxy S8+ Unlocked 64GB  -  Midnight Black [US Version],4,Samsung refuses to fix the phone.,B06Y16RL4W,1,MI.KO,8/31/2018," 1. I was using it fine. One day failed to start. 2. Sent in for repair on 8/18/18. 3. Just got it back on 8/31/18. 4. Samsung did not fix it. The letter came with the phone said simply, ""unable to fix"" 5. Called Samsung. Was on hold for 32 min. After several transfers, I was told there was a liquid damage. 6. How can there be a liquid damage when it never went near water? 7. Isn't Samsung Galaxy S8 water resistant to begin with? 8. It took Samsung over 10 days to determine that there is a water damage? 9. I have had many Samsung products in the past. I have to confess it will take a lot for me to consider Samsung again. ",Amazon,NULL
1ac87acbd090f8f3bcaa207be2b6244e,2019-04-09 02:56:52 +0000,Samsung Galaxy S8+ Unlocked 64GB  -  Midnight Black [US Version],4," Beware - possible NO sms texting, ",B06Y16RL4W,1,newz junkie,11/30/2017," Received this phone 3 days ago, and finally got the SIM card from VZN. Apparently, this phone has an issue with NOT being able to send sms texts. Spent 2 hours in the Verizon store trying to get it sorted out. 2 factory resets, and 2 additional SIM cards - still will not send SMS texts. Besides the no texting problem, the other issues I found in the short time I had this phone is: -The new 'Bixby' feature is a huge disappointment. Extra side button which is easily hit by holding the phone. Fingerprint reader is in an awkward position on the back of the camera. Unable to use thumb print unless turning phone around. So, if you're just looking for an expensive phone without the ability to respond to texts, or constantly pulling up Samsung's attempt at AI whenever you pick up the phone - then this one is a winner. If you're looking to actually use all of your phone's capabilities - then I suggest going elsewhere. I've been with Samsung since the Galaxy S1 days, and this is by far, the WORST phone I have ever encountered (and I even had the Note 7 for a short time). Returning this POS. ",Amazon,NULL
89ae925f01f55d619950d9478b004391,2019-04-09 02:56:52 +0000,Samsung Galaxy S8+ Unlocked 64GB  -  Midnight Black [US Version],4,Five Stars,B06Y16RL4W,5,Amazon Customer,9/11/2017,Boss!!!,Amazon,NULL
